
ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChs, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,  Salt,Scented, Salza
895,     4,     4,     5,     9,     7,     6,     8,     6,     4,     7,     1,     4,     4,     4,     3,     6,     3,     4,     4,     1
896,     7,     4,     7,     7,     7,     9,     8,     6,     4,     8,     2,     6,     4,     6,     2,     4,     5,     3,     4,     2
897,     1,     3,     1,     7,     4,     4,     7,     5,     1,     9,     9,     3,     7,     0,     5,     4,     8,     6,     8,     7
898,     2,     0,     0,     7,     2,     5,     7,     6,     0,     8,     7,     7,     6,     3,     7,     5,    10,     2,     6,     8
899,     2,     2,     3,     8,     1,     7,     7,     4,     3,     9,     9,     3,     6,     1,     6,     4,     9,     4,     4,     7
900,     2,     4,     3,    10,     5,     8,     9,     7,     2,     7,     5,     7,     7,     4,     7,     6,     7,     6,     3,     4
901,     3,     1,     2,     7,     4,    10,     6,     7,     1,     8,     6,     5,     9,     3,     6,     4,     8,     7,     7,     6
902,     6,     5,     8,     8,     2,     6,     7,     5,     6,     8,     1,     4,     4,     6,     5,     6,     6,     2,     7,     1
903,     8,     9,     9,     8,     6,     5,     7,     4,     4,     1,     3,     5,     1,     4,     3,     6,     1,     4,     6,     4
904,    10,     8,     8,     8,     7,     6,     9,     5,     6,     1,     2,     5,     2,     4,     2,     4,     0,     4,     7,     6
905,     8,     7,     4,     8,     8,     5,     6,     6,     8,     0,     2,     5,     4,     1,     4,     5,     0,     5,     6,     2
906,    10,     9,     6,     8,    10,     3,     8,     7,     4,     1,     2,     5,     2,     4,     3,     5,     0,     1,     3,     0
907,     2,     3,     1,     9,     3,     7,     6,     3,     0,     8,     9,     7,     4,     2,     6,     6,     8,     4,     6,     6
908,     4,     5,     8,     5,     1,     6,     4,     9,     8,     4,     0,     5,     5,     4,     2,     4,     7,     7,     1,     1
909,     2,     2,     2,    10,     4,     7,     7,     3,     1,     9,     9,     4,    10,     1,     6,     8,     6,     6,     4,     6
910,    10,     5,     9,     5,     7,     9,    10,     4,     5,     1,     2,     8,     5,     3,     2,     4,     1,     4,     8,     4
911,     0,     3,     3,     9,     5,     8,     7,     4,     0,     9,     6,     4,     7,     2,     6,     4,     8,     4,     4,     6
912,     9,     9,     8,     7,     7,     5,     8,     5,     4,     0,     6,     7,     3,     3,     0,     5,     0,     6,     5,     0
913,     3,     2,     5,     7,     3,     5,     8,     2,     1,     8,     6,     6,     5,     2,     7,     5,     7,     4,     5,     9
914,    10,     6,     4,     8,     9,     7,     7,     7,     6,     3,     4,     8,     5,     2,     1,     5,     1,     6,     2,     1
915,     1,     4,     1,     8,     2,     6,     6,     5,     1,     9,     7,     5,     9,     0,     5,     7,    10,     5,     6,     7
916,     9,     9,     7,     7,     9,    10,     8,     6,     5,     2,     1,     5,     2,     4,     1,     3,     1,     5,     5,     2
917,    10,     8,     9,     9,     5,     7,     9,     4,     3,     2,     1,     7,     4,     0,     1,     5,     2,     6,     3,     2
918,     3,     4,    10,     6,     0,     5,     2,     6,     7,     1,     0,     5,     4,     1,     4,     7,     8,     6,     0,     5
919,     5,     1,     2,     9,     2,     5,     8,     8,     0,    10,     7,     7,     4,     4,     5,     6,     6,     2,     8,     8
920,    10,     8,     6,     7,     8,     7,     8,     6,     4,     3,     3,     6,     4,     2,     2,     5,     0,     5,     2,     4
921,     8,     9,     8,     9,     7,     9,     8,     3,     6,     3,     3,     6,     4,     2,     1,     6,     1,     7,     6,     0
922,    10,     9,     8,     8,    10,     8,     8,     4,     2,     1,     3,     8,     4,     2,     2,     6,     2,     5,     4,     4
923,     3,     3,     8,     7,     7,     5,     6,     5,     4,     9,     0,     9,     2,     5,     5,     7,     8,     7,     5,     2
924,     2,     2,     2,     9,     2,     6,     8,     4,     0,     8,     9,     6,     8,     1,     7,     5,     8,     3,     5,     6
925,     2,     1,     4,     9,     3,     7,     8,     7,     0,    10,     8,     4,     8,     5,     7,     7,     7,     5,     8,     4
926,     1,     1,     2,     9,     3,     7,     8,     5,     0,     9,    10,     5,     8,     3,     8,     4,     8,     6,     5,     6
927,     9,     9,     8,    10,     8,     8,     8,     5,     9,     1,     3,     9,     5,     0,     2,     4,     1,     2,     5,     1
928,     2,     1,     3,     9,     3,     7,     9,     7,     2,    10,     7,     6,     5,     2,     7,     5,    10,     7,     6,     7
929,     3,     4,     9,     7,     0,     2,     5,     7,     7,     1,     0,     5,     1,     2,     2,     6,     8,     7,     0,     4
930,     3,     2,     2,     8,     3,     6,     9,     8,     1,     7,     9,     6,     8,     2,     7,     1,     9,     7,     4,     5
931,     0,     1,     1,     8,     3,     7,     8,     5,     0,    10,     8,     4,     9,     3,     4,     5,     5,     6,     6,     7
932,     3,     5,     8,     5,     0,     4,     7,     6,     8,     2,     2,     6,     4,     2,     2,     6,     8,     6,     0,     4
933,     3,     1,     2,     9,     1,     6,     8,     5,     1,     8,     9,     4,     6,     3,     5,     4,     9,     5,     6,     5
934,     2,     4,     1,     8,     1,     7,     7,     4,     2,     8,     8,     4,    10,     1,     5,     4,     6,     4,     5,     5
935,     5,     4,    10,     8,     0,     6,     5,     5,     8,     1,     2,     5,     5,     5,     2,     6,     9,     4,     0,     3
936,     5,     6,     9,     7,     1,     6,     2,     2,     6,     1,     1,     6,     2,     3,     5,     8,     5,     5,     1,     3
937,     7,     6,     9,     7,     0,     8,     3,     8,    10,     1,     2,     7,     2,     4,     3,     4,     7,     5,     0,     2
938,     9,     5,     9,    10,     1,     7,     5,     5,     7,     1,     1,     8,     3,     0,     5,     7,     9,     4,     1,     2
939,     6,     5,     8,     9,     1,     7,     6,     2,     9,     2,     1,     4,     2,     3,     4,     5,     7,     6,     0,     3
940,     2,     3,     8,     8,     3,     6,     8,     5,     3,     9,     1,     7,     1,     3,     3,     5,     7,     5,     1,     1
941,     9,     2,     7,     7,     6,     2,     4,     4,     7,     9,     2,     5,     6,     7,     2,     5,     7,     5,     6,     0
942,    10,    10,     7,     7,     9,     4,     6,     6,     7,     2,     3,     5,     4,     3,     2,     5,     2,     5,     4,     2
943,    10,     7,     8,     7,     5,     8,     9,     6,     5,     2,     2,     7,     1,     3,     3,     6,     2,     7,     6,     2
944,     0,     1,     2,     6,     2,     6,     8,     6,     1,     8,     9,     6,     8,     3,     6,     4,     8,     7,     2,     4
945,     5,     8,     8,     9,     1,     8,     7,     8,     8,     3,     2,     7,     4,     1,     4,     5,     8,     3,     0,     2
946,    10,     9,     7,     9,     8,     9,     8,     3,     5,     1,     2,     7,     4,     4,     2,     3,     2,     5,     7,     3
947,     5,     9,     8,     7,     0,     8,     4,     6,     7,     2,     2,     5,     0,     2,     5,     3,     8,     5,     0,     5
948,     6,     8,     8,     4,     0,     8,     3,     0,     7,     2,     1,     7,     1,     4,     2,     8,     7,     3,     0,     3
949,     5,     8,     9,     4,     0,     8,     6,     7,     9,     3,     0,     2,     2,     6,     3,     4,     6,     4,     0,     4
950,     4,     2,     8,     7,     7,     6,     5,     3,     7,     9,     2,     6,     2,     5,     2,     4,     7,     5,     3,     3
951,     2,     1,     1,     8,     3,     4,     8,     3,     1,     7,    10,     6,     6,     3,     9,     8,     7,     3,     7,     8
952,     2,     2,     2,     6,     1,     7,     9,     5,     1,     7,    10,     6,     9,     2,     8,     4,     7,     3,     5,     7
953,     5,     3,     1,    10,     3,     5,     8,     4,     4,     9,     6,     4,     7,     3,     8,     6,     7,     7,     5,     6
954,     1,     3,     2,     7,     2,     7,     8,     5,     2,     8,     7,     4,     7,     2,     7,     7,     7,     5,     5,     6
955,     2,     1,     3,     9,     2,     4,     6,     4,     0,     9,     8,     3,     9,     1,     6,     4,     5,     5,     4,     6
956,     7,     4,     6,     8,     9,     6,     8,     5,     5,     8,     3,     3,     4,     5,     6,     5,     8,     7,     7,     2
957,     1,     1,     3,     8,     2,     8,     7,     7,     0,     8,     8,     3,     9,     2,     5,     7,     8,     2,     2,     8
958,     4,     3,     3,     8,     5,     6,     9,     4,     6,     7,     4,     6,     0,     6,     3,     5,     7,     5,     6,     2
959,     4,     7,    10,     7,     1,     6,     4,     4,     7,     3,     1,     6,     7,     2,     3,     6,     9,     3,     2,     1
960,    10,     7,     5,     8,     8,     8,     7,     7,     5,     1,     2,     4,     3,     2,     1,     2,     1,     5,     0,     2
961,     5,     5,    10,     6,     0,     9,     7,     5,     8,     0,     0,     3,     3,     2,     3,     3,     9,     5,     0,     4
962,     5,     3,     6,     7,     6,     6,     7,     4,     5,     8,     1,     4,     6,     6,     4,     3,     7,     5,     8,     3
963,     3,     4,     4,     8,     5,     5,     7,     3,     1,    10,     6,     6,     8,     6,     4,     3,     7,     4,     3,     9
964,     5,     2,     4,     8,     4,     7,     8,     6,     1,     8,     7,     6,     7,     3,     5,     6,     9,     2,     4,     7
965,     6,     6,     8,     7,     0,     7,     8,     4,    10,     2,     0,     6,     4,     1,     4,     5,     7,     6,     0,     1
966,     4,     3,     2,     6,     6,     7,     4,     2,     4,     5,     3,     7,     3,     8,     3,     4,     9,     7,     7,     3
967,    10,     8,     7,     7,     9,     6,     8,     6,     6,     2,     2,     3,     3,     4,     2,     4,     1,     4,     4,     0
968,    10,     8,     8,     7,     9,    10,     7,     6,     6,     1,     1,     6,     2,     3,     2,     5,     2,     4,     5,     2
969,     4,     3,     8,     7,     2,     7,     7,     6,     9,     7,     4,     4,     2,     4,     8,     8,     7,     8,     6,     3
970,     4,     5,     8,     9,     8,     6,     8,     4,     6,     6,     1,     5,     6,     8,     4,     6,     9,     6,     5,     3
971,     4,     3,     6,     7,     9,     6,     7,     3,     4,     6,     2,     7,     3,     7,     4,     7,     6,     2,     4,     3
972,     9,     9,     6,     6,     8,     9,     8,     5,     6,     0,     2,     5,     2,     3,     2,     6,     1,     3,     3,     1
973,    10,     8,     8,     9,     8,     7,     7,     3,     4,     4,     0,     4,     4,     1,     1,     8,     1,     5,     4,     1
974,     6,     7,     8,     6,     0,     8,     1,     4,     8,     2,     0,     5,     2,     2,     4,     2,    10,     4,     1,     3
975,     1,     3,     4,     8,     2,     4,     9,     6,     2,     7,     9,     8,     7,     4,     6,     5,     5,     3,     5,     3
976,     2,     1,     0,     7,     2,     7,     9,     2,     3,    10,    10,     3,     8,     0,    10,     6,     8,     6,     6,     7
977,     6,     4,     2,     7,     4,     5,     6,     3,     3,     7,     1,     6,     1,     5,     4,     4,     7,     5,     8,     1
978,     5,     4,     9,     8,     5,     3,     7,     3,     6,     8,     0,     6,     5,     6,     4,     7,     6,     4,     4,     1
979,     9,     7,     8,     8,     8,     6,     8,     7,     3,     0,     0,     7,     4,     2,     1,     7,     1,     5,     7,     3
980,     4,     3,     9,     8,     0,     5,     3,     6,     9,     4,     1,     5,     3,     2,     5,     5,     8,     5,     1,     7
981,    10,     7,    10,     8,     7,     6,     7,     4,     4,     0,     3,     4,     4,     3,     3,     6,     2,     6,     3,     2
982,     9,     5,     5,     8,     7,     7,     9,     7,     6,     0,     0,     6,     5,     1,     0,     5,     3,     6,     5,     1
983,    10,     8,     8,     8,     8,     8,     8,     6,     4,     0,     0,     3,     5,     4,     2,     6,     1,     2,     3,     2
984,     2,     2,     8,     5,     6,     7,     8,     7,     6,     7,     3,     7,     3,     6,     5,     7,     6,     4,     5,     1
985,    10,     9,     7,     5,     5,     8,     8,     4,     3,     1,     3,     7,     4,     3,     3,     3,     2,     4,     5,     1
986,     2,     1,     1,    10,     6,     4,     7,     8,     0,     8,     8,     6,     8,     1,     5,     5,    10,     5,     4,     7
987,     1,     3,     2,     8,     5,     6,     8,     4,     2,    10,     8,     6,     9,     4,     5,     3,     9,     5,     5,     3
988,    10,     9,     8,     7,     8,     4,    10,     8,     7,     1,     4,     6,     5,     1,     3,     4,     1,     3,     6,     2
989,     3,     0,     4,     7,     4,     6,     5,     6,     1,     9,    10,     6,     8,     5,     8,     7,     9,     6,     4,     6
990,    10,     8,     5,     8,     7,     5,     9,     6,     4,     1,     4,     4,     3,     3,     4,     4,     2,     5,     6,     2
991,     3,     4,     1,     7,     5,     6,     5,     3,     3,     9,     7,     5,     6,     3,     4,     5,     6,     4,     6,     5
992,     6,     1,     7,     6,     8,     7,     6,     4,     4,     7,     1,     5,     4,     3,     1,     8,     5,     5,     3,     2
993,     2,     0,     5,     8,     2,     6,    10,     7,     1,     9,     7,     4,     7,     1,     6,     2,     8,     4,     5,     6
994,     1,     2,     2,     7,     1,     5,     9,     5,     1,     9,     8,     5,     9,     3,     7,     4,     7,     5,     5,     8
995,     3,     6,     8,     4,     0,     8,     5,     4,     6,     3,     2,     4,     3,     0,     3,     5,     7,     5,     0,     3
996,     5,     6,     9,     8,     0,     5,     6,     5,     9,     1,     0,     6,     4,     2,     2,     6,     8,     3,     0,     5
997,     1,     2,     5,     7,     2,     4,     8,     7,     1,    10,     8,     6,     8,     0,     5,     5,     6,     2,     4,     5
998,    10,    10,     6,     8,     7,     7,     8,     5,     4,     1,     3,     5,     3,     1,     2,     7,     1,     3,     6,     2
999,     1,     1,     2,     9,     1,     3,     8,     4,     0,     9,     6,     5,     8,     3,     6,     5,     8,     6,     3,     7
1000,     8,     6,     9,     7,     1,     7,     4,     4,    10,     2,     2,     7,     5,     2,     5,     6,     8,     7,     0,     4
1001,     3,     5,     0,     9,     3,     3,     9,     5,     2,    10,     9,     7,    10,     2,     7,     4,     9,     5,     6,     4
1002,     1,     1,     2,     7,     4,     6,    10,     6,     2,     9,     8,     8,     7,     4,     3,     6,    10,     2,     5,     6
1003,     9,     2,     7,     6,     8,     4,     6,     5,     3,     5,     0,     2,     6,     8,     4,     2,     6,     5,     5,     2
1004,     1,     0,     0,     8,     5,     9,     9,     6,     3,     9,     7,     6,     6,     2,     3,     4,     9,     5,     4,     5
1005,     9,    10,     6,     8,     9,     7,     8,     4,     6,     3,     1,     5,     5,     1,     1,     6,     0,     6,     3,     3
1006,     3,     2,     9,     8,     8,     6,     5,     3,     5,     8,     2,     6,     5,     6,     1,     7,     8,     5,     2,     1
1007,     1,     1,     2,     8,     3,     4,     8,     8,     1,     7,     9,     5,     4,     2,     2,     5,     8,     2,     7,     5
1008,     5,     5,     7,     4,     1,     8,     2,     7,     7,     1,     0,     5,     4,     4,     2,     3,     5,     4,     0,     3
1009,     6,     7,     9,     4,     0,     8,     4,     8,     8,     1,     0,     5,     2,     4,     3,     5,     7,     4,     3,     1
1010,     7,     6,     8,     6,     1,     8,     5,     3,     8,     1,     0,     5,     4,     3,     2,     7,     5,     4,     0,     2
1011,    10,     9,     9,     8,     9,     6,     8,     7,     3,     2,     0,     7,     1,     1,     3,     6,     0,     4,     8,     2
1012,     4,     3,     8,     7,     6,     7,     8,     7,     5,     9,     2,     5,     2,     2,     5,     4,     6,     6,     6,     3
1013,     4,     1,     7,     7,     5,     4,     8,     5,     2,     9,     0,     7,     3,     6,     2,     7,     5,     3,     6,     2
1014,    10,     8,     7,     8,     8,     8,     8,     6,     4,     1,     3,     7,     4,     2,     3,     6,     1,     5,     5,     3
1015,     9,     8,     5,     8,     9,     8,     9,     5,     4,     2,     2,     4,     4,     2,     2,     3,     1,     8,     6,     1
1016,    10,     9,     9,     9,     9,     8,     4,     6,     6,     1,     0,     8,     5,     3,     0,     2,     2,     6,     2,     2
1017,     6,     2,     8,     5,     7,     6,     6,     6,     2,     8,     0,     4,     5,     5,     4,     4,     5,     4,     5,     6
1018,     4,     1,     2,     6,     1,     7,     8,     6,     2,    10,     7,     5,     6,     3,     8,     2,     9,     6,     7,     7
1019,     1,     2,     4,     8,     7,     7,     6,     6,     5,    10,     4,     2,     4,     3,     2,     4,     8,     6,     9,     1
1020,    10,     8,     8,     7,     7,     9,     8,     6,     4,     4,     0,     6,     4,     4,     6,     6,     1,     5,     7,     3
1021,     6,     3,     9,     6,     4,     7,     4,     5,     3,     9,     1,     6,     4,     6,     2,     3,     6,     7,     6,     3
1022,    10,    10,     8,     7,     8,     6,     9,     8,     5,     3,     3,     5,     4,     5,     1,     5,     2,     6,     6,     2
1023,     6,     6,     8,     3,     0,     7,     2,     4,    10,     3,     0,     5,     3,     3,     3,     4,     9,     7,     1,     6
1024,     3,     3,    10,     7,     7,     5,     6,     5,     7,     7,     3,     7,     7,     4,     5,     6,     5,     6,     4,     4
1025,     7,     6,    10,     6,     0,     9,     4,     5,    10,     2,     1,     5,     3,     1,     4,     4,     9,     2,     0,     1
1026,     0,     4,     2,    10,     3,     5,     8,     6,     2,     9,     9,     6,     8,     1,     6,     4,     9,     3,     2,     7
1027,     3,     3,     9,     6,     0,     8,     5,     5,     6,     0,     1,     8,     2,     2,     3,     6,     7,     7,     0,     6
1028,     1,     5,     2,     8,     2,     6,     6,     5,     0,     9,     9,     6,     9,     1,     6,     4,     8,     5,     5,     6
1029,     2,     2,     1,     7,     1,     8,     9,     5,     2,    10,     7,     4,     8,     4,     9,     5,     7,     7,     3,     6
1030,    10,    10,     7,     9,     7,     8,     8,     6,     3,     1,     0,     5,     3,     4,     3,     6,     1,     3,     5,     2
1031,     3,     1,     4,     8,     2,     7,     9,     7,     1,     8,    10,     4,     8,     6,     8,     5,     8,     6,     8,     6
1032,     5,     3,     7,     6,     6,     7,     7,     7,     8,     9,     4,     3,     1,     4,     1,     8,     5,     3,     6,     3
1033,     4,     7,    10,     5,     0,     6,     5,     6,     8,     4,     0,     5,     3,     2,     1,     6,     8,     6,     0,     2
1034,    10,     8,     8,     8,     9,     9,     9,     7,     6,     4,     3,     6,     6,     2,     5,     3,     0,     5,     5,     2
1035,     4,     8,     9,     7,     0,     6,     5,     4,    10,     2,     0,     5,     0,     4,     4,     5,    10,     6,     1,     2
1036,     9,     7,     7,     8,     7,     9,     9,     3,     4,     3,     2,     5,     6,     1,     2,     8,     1,     2,     6,     3
1037,     4,     3,     8,     6,     4,     7,     7,     5,     6,     5,     5,     3,     3,     5,     3,     5,     6,     4,     2,     0
1038,     9,     8,     9,     8,    10,     2,     8,     5,     7,     3,     1,     6,     6,     2,     3,     5,     0,     3,     7,     4
1039,     2,     2,     0,     8,     2,     6,     8,     7,     0,     8,     6,     5,     7,     3,     5,     4,     8,     2,     8,     5
1040,     5,     2,     6,     6,     7,     5,     6,     9,     4,     8,     1,     5,     3,     6,     6,     6,     7,     6,     4,     2
1041,    10,     7,     9,     9,     9,     4,     9,     7,     3,     2,     3,     7,     5,     3,     2,     5,     2,     6,    10,     1
1042,     0,     3,     4,     9,     0,     5,     9,     7,     4,     8,     8,     4,     8,     1,     4,     4,     9,     5,     3,     4
1043,     3,     2,     2,     9,     1,     4,     9,     5,     2,    10,     9,     6,     8,     1,     7,     3,     6,     5,     4,     8
1044,    10,     9,     6,     6,     9,     8,     8,     4,     2,     3,     0,     3,     2,     1,     2,     7,     0,     4,     4,     4
1045,     3,     3,     4,     7,     1,     7,     8,     7,     1,     8,     9,     7,     9,     5,     6,     8,    10,     7,     5,     4
1046,     4,     1,     3,     9,     3,     6,     9,     4,     1,     9,     9,     8,     9,     1,     5,     2,    10,     6,     8,     8
1047,     7,     6,     9,     6,     0,     7,     2,     5,     4,     4,     1,     3,     1,     2,     4,     6,     7,     5,     0,     3
1048,     6,     5,     6,     9,     0,     7,     5,     6,     7,     1,     2,     8,     6,     1,     3,     6,     8,     7,     0,     3
1049,     1,     1,     3,     8,     0,     9,    10,     4,     2,     7,     9,     5,     7,     3,     9,     5,     7,     4,     5,     7
1050,     6,     4,     8,     5,     0,     6,     3,     5,     9,     3,     2,     6,     1,     2,     1,     7,     5,     1,     0,     2
1051,    10,     7,     8,     7,     8,     9,     8,     7,     1,     2,     2,     7,     4,     5,     3,     4,     0,     4,     5,     1
1052,     3,     1,     1,     9,     2,     5,     8,     5,     1,     9,     9,     4,     6,     3,     7,     4,     7,     4,     4,     7
1053,     2,     8,     9,     6,     0,     9,     5,     6,     7,     1,     1,     4,     3,     1,     3,     5,     9,     6,     2,     5
1054,     4,     1,     4,     9,     4,     6,     8,     5,     1,     7,     7,     4,     8,     1,     5,     4,     7,     3,     6,     5
1055,     6,     5,     8,     7,     0,     4,     3,     7,     5,     3,     2,     8,     5,     3,     0,     3,     8,     4,     0,     5
1056,     9,     9,    10,    10,     6,     3,     9,     8,     7,     4,     1,     8,     4,     1,     0,     6,     2,     4,     5,     2
1057,     5,     1,     5,     9,     9,     6,     6,     8,     3,     8,     2,     4,     5,     9,     0,     4,     9,     4,     5,     3
1058,     7,     7,     9,     5,     0,     7,     5,     3,     7,     1,     2,     3,     3,     1,     6,     5,     7,     7,     1,     0
1059,     3,     2,     1,     9,     2,     5,     9,     3,     2,     9,     7,     4,     6,     2,     8,     4,     9,     4,     5,     8
1060,     2,     3,     1,     7,     5,     6,     6,     5,     0,    10,     7,     6,     6,     4,     5,     3,     5,     3,     7,     6
1061,    10,     7,     8,     7,     6,     6,     7,     8,     5,     4,     1,     8,     5,     4,     2,     8,     1,     6,     6,     1
1062,     0,     4,     2,     7,     3,     6,     8,     5,     2,    10,     7,     5,     7,     4,     4,     6,    10,     4,     4,     6
1063,     3,     2,     3,     9,     5,     4,     8,     9,     0,     8,     6,     4,     6,     3,     6,     4,     7,     3,     3,     6
1064,     5,     3,     8,     7,     0,     9,     1,    10,     9,     1,     4,     7,     5,     1,     3,     3,     8,     4,     0,     4
1065,     6,     5,    10,     6,     0,     7,     7,     1,     9,     4,     1,     4,     3,     4,     2,     4,     8,     6,     0,     2
1066,     2,     6,     8,     8,     0,     8,     3,     6,    10,     1,     2,     8,     2,     1,     3,     6,     7,     5,     1,     4
1067,     2,     5,     4,     9,     0,     6,     9,     7,     1,     9,    10,     5,     9,     2,     4,     4,     7,     7,     5,     6
1068,     7,     6,     8,     7,     8,     7,    10,     6,     7,     2,     3,     6,     2,     2,     1,     8,     1,     4,     5,     1
1069,     6,     6,     8,     7,     1,     5,     5,     4,     8,     2,     0,     8,     1,     2,     2,     7,     7,     3,     1,     3
1070,     3,     4,     3,    10,     2,     6,     7,     6,     2,     9,     7,     4,     6,     1,     6,     7,     8,     8,     3,     4
1071,     4,     7,     6,     7,     0,     9,     3,     6,     8,     4,     2,     8,     4,     2,     3,     6,     5,     4,     0,     2
1072,     3,     5,     6,     5,     0,     7,     2,     6,     7,     1,     1,     7,     6,     1,     2,     7,     6,     2,     0,     2
1073,     4,     1,     3,     8,     2,     6,     7,     3,     1,     8,     7,     4,     6,     3,     6,     3,    10,     4,     4,     9
1074,     3,     4,     8,     9,     5,     9,     5,     8,     5,    10,     0,     5,     3,     3,     3,     7,     7,     4,     4,     1
1075,     2,     3,     1,     5,     4,     7,     9,     6,     1,     7,     7,     6,     8,     3,     6,     5,     8,     3,     4,     7
1076,     3,     3,    10,     9,     0,     5,     3,     6,     9,     1,     0,     4,     3,     1,     5,     6,     9,     7,     2,     1
1077,     2,     1,     3,     6,     0,     5,     9,     5,     1,     9,     7,     6,    10,     3,     7,     7,     9,     3,     4,     8
1078,     5,     5,     7,    10,     5,     8,     5,     2,     3,     8,     6,     6,     3,     5,     3,     5,     7,     3,     5,     1
1079,    10,     9,     6,     6,     8,     6,     9,     6,     7,     5,     1,     7,     4,     1,     1,     1,     1,     3,     4,     2
1080,    10,     8,     7,     9,     9,     7,     7,     3,     3,     3,     1,     7,     3,     1,     2,     5,     0,     3,     6,     4
1081,     1,     1,     2,     9,     2,     6,     8,     4,     1,     8,    10,     6,     8,     2,     4,     5,     6,     7,     5,     4
1082,     9,     9,     7,     8,     7,     5,    10,     7,     3,     1,     3,     5,     3,     2,     2,     4,     0,     6,     5,     2
1083,     6,     7,     8,     4,     0,     8,     3,     3,     8,     4,     0,     7,     4,     2,     4,     6,     7,     7,     0,     4
1084,     2,     2,     3,     8,     5,     4,     5,     5,     0,     7,     8,     4,     6,     3,     6,     4,     9,     6,     4,     6
1085,     3,     1,     2,     9,     3,     3,     8,     4,     1,     9,     8,     5,     7,     1,     6,     8,     7,     3,     2,     6
1086,    10,     7,     8,     7,     8,     6,     9,     5,     3,     3,     2,     6,     3,     2,     0,     4,     1,     8,     2,     2
1087,     6,     5,     8,     6,     0,     7,     5,     5,    10,     3,     1,     4,     3,     4,     3,     4,     6,     6,     1,     5
1088,     5,     6,    10,     7,     0,     5,     5,     6,     7,     2,     3,     8,     6,     4,     2,     6,     9,     2,     0,     3
1089,    10,     9,     7,    10,     8,     5,     7,     4,     5,     5,     3,     6,     4,     3,     4,     2,     0,     2,     2,     2
1090,     3,     1,     0,     9,     3,     4,     8,     8,     1,     9,     5,     4,     8,     5,     8,     5,     8,     3,     6,     7
1091,     5,     6,     9,     7,     0,     6,     3,     8,    10,     6,     1,     7,     4,     1,     4,     7,     7,     4,     0,     4
1092,     6,     3,     9,     8,     5,     8,     6,     7,     5,     7,     0,     6,     1,     3,     1,     5,     6,     4,     4,     3
1093,     4,     5,     8,     8,     0,     6,     7,     4,     7,     5,     0,     9,     2,     1,     4,     4,    10,     5,     0,     3
1094,     7,     8,     7,     6,     0,     7,     2,     3,     8,     1,     1,     5,     2,     4,     5,     5,     7,     5,     0,     3
1095,     7,     6,    10,     5,     0,     6,     4,     5,    10,     2,     1,     6,     3,     2,     5,     4,     8,     3,     0,     5
1096,     6,     5,     9,     6,     0,     8,     6,     3,     8,     3,     3,     6,     0,     3,     2,     5,     9,     5,     0,     3
1097,    10,     8,     6,     7,     8,     6,     9,     0,     6,     3,     1,     3,     4,     2,     1,     5,     1,     3,     5,     0
1098,     6,     5,    10,     7,     0,     7,     4,     6,     9,     2,     0,     6,     5,     1,     1,     3,     6,     2,     0,     2
1099,     5,     6,     6,     6,     0,     7,     5,     2,     9,     3,     2,     6,     2,     5,     3,     3,     9,     3,     0,     2
1100,     8,     8,     5,     7,    10,     8,    10,     5,     4,     1,     2,     6,     5,     4,     1,     4,     2,     5,     7,     4
1101,     6,     6,     7,     7,     0,     7,     6,     5,     8,     1,     1,     6,     2,     1,     1,     5,     6,     6,     1,     4
1102,     4,     5,     9,     5,     0,     4,     1,     6,    10,     3,     0,     6,     5,     5,     5,     7,     9,     5,     2,     4
1103,    10,     6,     7,     7,     5,     7,     6,     2,     8,     2,     3,     5,     6,     1,     3,     5,     1,     7,     5,     2
1104,    10,     7,     8,     9,    10,     9,     9,     4,     7,     0,     4,     5,     4,     6,     2,     6,     0,     5,     3,     0
1105,     2,     4,     1,     9,     4,     6,     8,     4,     1,     8,     9,     3,     8,     3,     4,     8,     8,     4,     7,     5
1106,     4,     7,     8,     6,     0,     7,     4,     4,     9,     0,     0,     6,     3,     2,     4,     1,     7,     2,     0,     2
1107,     0,     2,     3,     7,     1,     5,     9,     7,     1,    10,     8,     6,     7,     4,     8,     6,     8,     6,     7,     6
1108,    10,     7,     5,     9,    10,     7,     9,     3,     6,     1,     2,     5,     5,     2,     1,     9,     2,     8,     3,     2
1109,     6,     3,    10,     6,     8,     7,     4,     3,     3,     8,     3,     3,     3,     4,     4,     4,     7,     3,     5,     1
1110,    10,     9,     8,     7,     8,     7,     6,     7,     6,     2,     2,     8,     4,     2,     2,     2,     2,     6,     8,     1
1111,     9,     8,     7,     9,     9,     9,     8,     6,     6,     3,     1,     7,     7,     4,     0,     4,     1,     6,     7,     4
1112,     3,     2,     6,     8,     6,     3,     6,     4,     7,     7,     1,     6,     5,     7,     6,     5,     7,     4,     3,     4
1113,     6,     4,     9,     4,     0,     6,     6,     3,     6,     3,     1,     8,     0,     2,     0,     5,     7,     5,     0,     3
1114,     1,     1,     1,    10,     0,     7,     9,     6,     1,     9,     6,     8,     7,     1,     8,     5,     9,     6,     5,     5
1115,    10,     9,     7,     6,     6,     9,     8,     5,     4,     1,     4,     5,     4,     3,     0,     6,     1,     4,     2,     1
1116,     5,     1,     7,     9,     7,     6,     5,     5,     5,     9,     2,     4,     1,     5,     5,     5,     7,     4,     3,     2
